reviewId,rating,publishedDate,text,competitor,year,clean_text,is_relevant,user_type,user_type_confidence,complaint_themes,severity,needs_manual_review
6a6d84776a79edbd66914970,1,2026-08-01 07:30:31+00:00,"My son has been receiving phone calls on his Bark phone from someone spoofing my number for several days. I have also noticed on a regular basis that his location jumps A LOT even when I can see him and I know he's home! I have the minimal plan so all he can do is text and call, there are no apps able to be downloaded where someone could potentially do this. I got no alerts or flags through the parent app because it shows up as my phone number! I have no way of telling how long it's been happening. We've had his phone less than a year. I believe they have cloned his phone via bluetooth and accessed his contacts and location. This is absolutely terrifying!!! Carrie(a technical manager) and Abby(the service rep I spoke to) continuously implied that it couldn't be a Bark problem, that my phone carrier must be and that I should reach out to them(which I have). Their only real stop to the problem is blocking my phone, so the spoofer can't get through, which will obviously block me from calling my child, so that's no real option! I trusted this company to keep my son safe and I am so disappointed! Not only because they FAILED TO KEEP MY CHILD SAFE but also that they don't plan to do anything to rectify the situation. I chose Bark because that's literally their sole purpose, keeping these scary siruations away from kids! Go with another carrier, literally ANY of them. Save yourself the money and stress! Your child will be just as safe with another carrier. Keep your baby safe, DO NOT USE BARK!",Bark,2026,"my son has been receiving phone calls on his bark phone from someone spoofing my number for several days. i have also noticed on a regular basis that his location jumps a lot even when i can see him and i know he's home! i have the minimal plan so all he can do is text and call, there are no apps able to be downloaded where someone could potentially do this. i got no alerts or flags through the parent app because it shows up as my phone number! i have no way of telling how long it's been happening. we've had his phone less than a year. i believe they have cloned his phone via bluetooth and accessed his contacts and location. this is absolutely terrifying!!! carrie(a technical manager) and abby(the service rep i spoke to) continuously implied that it couldn't be a bark problem, that my phone carrier must be and that i should reach out to them(which i have). their only real stop to the problem is blocking my phone, so the spoofer can't get through, which will obviously block me from calling my child, so that's no real option! i trusted this company to keep my son safe and i am so disappointed! not only because they failed to keep my child safe but also that they don't plan to do anything to rectify the situation. i chose bark because that's literally their sole purpose, keeping these scary siruations away from kids! go with another carrier, literally any of them. save yourself the money and stress! your child will be just as safe with another carrier. keep your baby safe, do not use bark!",False,Unknown,Low,['Other / Manual Review'],Low,True
