borough_code,borough,service_family,vendor_supply_proxy,ons_group_count,borough_supply_rank,borough_supply_percentile
E09000005,Brent,Pest & Bird Control,1425,1,18,45.5
E09000008,Croydon,Pest & Bird Control,1305,1,19,40.9
E09000018,Hounslow,Pest & Bird Control,1305,1,19,40.9
E09000015,Harrow,Pest & Bird Control,1250,1,20,36.4
E09000024,Merton,Pest & Bird Control,1215,1,21,33.3
E09000027,Richmond upon Thames,Pest & Bird Control,1185,1,22,30.3
E09000014,Haringey,Pest & Bird Control,1125,1,23,27.3
E09000031,Waltham Forest,Pest & Bird Control,1085,1,24,24.2
E09000016,Havering,Pest & Bird Control,1080,1,25,21.2
E09000011,Greenwich,Pest & Bird Control,1025,1,26,18.2
E09000023,Lewisham,Pest & Bird Control,885,1,27,15.2
E09000002,Barking and Dagenham,Pest & Bird Control,840,1,28,12.1
E09000004,Bexley,Pest & Bird Control,835,1,29,9.1
E09000021,Kingston upon Thames,Pest & Bird Control,825,1,30,6.1
E09000029,Sutton,Pest & Bird Control,800,1,31,3.0
E09000033,Westminster,Pest Control Services,5495,1,1,100.0
E09000007,Camden,Pest Control Services,3760,1,2,97.0
E09000019,Islington,Pest Control Services,2150,1,3,93.9
E09000012,Hackney,Pest Control Services,2055,1,4,90.9
E09000003,Barnet,Pest Control Services,1825,1,5,87.9
E09000028,Southwark,Pest Control Services,1685,1,6,84.8
E09000032,Wandsworth,Pest Control Services,1575,1,7,81.8
E09000030,Tower Hamlets,Pest Control Services,1500,1,8,78.8
E09000022,Lambeth,Pest Control Services,1480,1,9,75.8
E09000014,Haringey,Pest Control Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Pest Control Services,1400,1,11,69.7
E09000009,Ealing,Pest Control Services,1350,1,12,66.7
E09000006,Bromley,Pest Control Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Pest Control Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Pest Control Services,1255,1,15,57.6
E09000005,Brent,Pest Control Services,1230,1,16,54.5
E09000008,Croydon,Pest Control Services,1180,1,17,51.5
E09000023,Lewisham,Pest Control Services,1175,1,18,48.5
E09000010,Enfield,Pest Control Services,1160,1,19,45.5
E09000001,City of London,Pest Control Services,1095,1,20,42.4
E09000031,Waltham Forest,Pest Control Services,1070,1,21,39.4
E09000011,Greenwich,Pest Control Services,980,1,22,36.4
E09000025,Newham,Pest Control Services,975,1,23,33.3
E09000018,Hounslow,Pest Control Services,965,1,24,30.3
E09000017,Hillingdon,Pest Control Services,950,1,25,27.3
E09000026,Redbridge,Pest Control Services,895,1,26,24.2
E09000015,Harrow,Pest Control Services,865,1,27,21.2
E09000024,Merton,Pest Control Services,825,1,28,18.2
E09000016,Havering,Pest Control Services,735,1,29,15.2
E09000021,Kingston upon Thames,Pest Control Services,670,1,30,12.1
E09000029,Sutton,Pest Control Services,620,1,31,9.1
E09000004,Bexley,Pest Control Services,615,1,32,6.1
E09000002,Barking and Dagenham,Pest Control Services,445,1,33,3.0
E09000033,Westminster,Pet & Animal Services,5495,1,1,100.0
E09000007,Camden,Pet & Animal Services,3760,1,2,97.0
E09000019,Islington,Pet & Animal Services,2150,1,3,93.9
E09000012,Hackney,Pet & Animal Services,2055,1,4,90.9
E09000003,Barnet,Pet & Animal Services,1825,1,5,87.9
E09000028,Southwark,Pet & Animal Services,1685,1,6,84.8
E09000032,Wandsworth,Pet & Animal Services,1575,1,7,81.8
E09000030,Tower Hamlets,Pet & Animal Services,1500,1,8,78.8
E09000022,Lambeth,Pet & Animal Services,1480,1,9,75.8
E09000014,Haringey,Pet & Animal Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Pet & Animal Services,1400,1,11,69.7
E09000009,Ealing,Pet & Animal Services,1350,1,12,66.7
E09000006,Bromley,Pet & Animal Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Pet & Animal Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Pet & Animal Services,1255,1,15,57.6
E09000005,Brent,Pet & Animal Services,1230,1,16,54.5
E09000008,Croydon,Pet & Animal Services,1180,1,17,51.5
E09000023,Lewisham,Pet & Animal Services,1175,1,18,48.5
E09000010,Enfield,Pet & Animal Services,1160,1,19,45.5
E09000001,City of London,Pet & Animal Services,1095,1,20,42.4
E09000031,Waltham Forest,Pet & Animal Services,1070,1,21,39.4
E09000011,Greenwich,Pet & Animal Services,980,1,22,36.4
E09000025,Newham,Pet & Animal Services,975,1,23,33.3
E09000018,Hounslow,Pet & Animal Services,965,1,24,30.3
E09000017,Hillingdon,Pet & Animal Services,950,1,25,27.3
E09000026,Redbridge,Pet & Animal Services,895,1,26,24.2
E09000015,Harrow,Pet & Animal Services,865,1,27,21.2
E09000024,Merton,Pet & Animal Services,825,1,28,18.2
E09000016,Havering,Pet & Animal Services,735,1,29,15.2
E09000021,Kingston upon Thames,Pet & Animal Services,670,1,30,12.1
E09000029,Sutton,Pet & Animal Services,620,1,31,9.1
E09000004,Bexley,Pet & Animal Services,615,1,32,6.1
E09000002,Barking and Dagenham,Pet & Animal Services,445,1,33,3.0
E09000033,Westminster,Pet Services,5495,1,1,100.0
E09000007,Camden,Pet Services,3760,1,2,97.0
E09000019,Islington,Pet Services,2150,1,3,93.9
E09000012,Hackney,Pet Services,2055,1,4,90.9
E09000003,Barnet,Pet Services,1825,1,5,87.9
E09000028,Southwark,Pet Services,1685,1,6,84.8
E09000032,Wandsworth,Pet Services,1575,1,7,81.8
E09000030,Tower Hamlets,Pet Services,1500,1,8,78.8
E09000022,Lambeth,Pet Services,1480,1,9,75.8
E09000014,Haringey,Pet Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Pet Services,1400,1,11,69.7
E09000009,Ealing,Pet Services,1350,1,12,66.7
E09000006,Bromley,Pet Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Pet Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Pet Services,1255,1,15,57.6
E09000005,Brent,Pet Services,1230,1,16,54.5
E09000008,Croydon,Pet Services,1180,1,17,51.5
E09000023,Lewisham,Pet Services,1175,1,18,48.5
E09000010,Enfield,Pet Services,1160,1,19,45.5
E09000001,City of London,Pet Services,1095,1,20,42.4
E09000031,Waltham Forest,Pet Services,1070,1,21,39.4
E09000011,Greenwich,Pet Services,980,1,22,36.4
E09000025,Newham,Pet Services,975,1,23,33.3
E09000018,Hounslow,Pet Services,965,1,24,30.3
E09000017,Hillingdon,Pet Services,950,1,25,27.3
E09000026,Redbridge,Pet Services,895,1,26,24.2
E09000015,Harrow,Pet Services,865,1,27,21.2
E09000024,Merton,Pet Services,825,1,28,18.2
E09000016,Havering,Pet Services,735,1,29,15.2
E09000021,Kingston upon Thames,Pet Services,670,1,30,12.1
E09000029,Sutton,Pet Services,620,1,31,9.1
E09000004,Bexley,Pet Services,615,1,32,6.1
E09000002,Barking and Dagenham,Pet Services,445,1,33,3.0
E09000033,Westminster,Photography,5495,1,1,100.0
E09000007,Camden,Photography,3760,1,2,97.0
E09000019,Islington,Photography,2150,1,3,93.9
E09000012,Hackney,Photography,2055,1,4,90.9
E09000003,Barnet,Photography,1825,1,5,87.9
E09000028,Southwark,Photography,1685,1,6,84.8
E09000032,Wandsworth,Photography,1575,1,7,81.8
E09000030,Tower Hamlets,Photography,1500,1,8,78.8
E09000022,Lambeth,Photography,1480,1,9,75.8
E09000014,Haringey,Photography,1450,1,10,72.7
E09000020,Kensington and Chelsea,Photography,1400,1,11,69.7
E09000009,Ealing,Photography,1350,1,12,66.7
E09000006,Bromley,Photography,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Photography,1265,1,14,60.6
E09000027,Richmond upon Thames,Photography,1255,1,15,57.6
E09000005,Brent,Photography,1230,1,16,54.5
E09000008,Croydon,Photography,1180,1,17,51.5
E09000023,Lewisham,Photography,1175,1,18,48.5
E09000010,Enfield,Photography,1160,1,19,45.5
E09000001,City of London,Photography,1095,1,20,42.4
E09000031,Waltham Forest,Photography,1070,1,21,39.4
E09000011,Greenwich,Photography,980,1,22,36.4
E09000025,Newham,Photography,975,1,23,33.3
E09000018,Hounslow,Photography,965,1,24,30.3
E09000017,Hillingdon,Photography,950,1,25,27.3
E09000026,Redbridge,Photography,895,1,26,24.2
E09000015,Harrow,Photography,865,1,27,21.2
E09000024,Merton,Photography,825,1,28,18.2
E09000016,Havering,Photography,735,1,29,15.2
E09000021,Kingston upon Thames,Photography,670,1,30,12.1
E09000029,Sutton,Photography,620,1,31,9.1
E09000004,Bexley,Photography,615,1,32,6.1
E09000002,Barking and Dagenham,Photography,445,1,33,3.0
E09000033,Westminster,Plastering & Rendering,5495,1,1,100.0
E09000007,Camden,Plastering & Rendering,3760,1,2,97.0
E09000019,Islington,Plastering & Rendering,2150,1,3,93.9
E09000012,Hackney,Plastering & Rendering,2055,1,4,90.9
E09000003,Barnet,Plastering & Rendering,1825,1,5,87.9
E09000028,Southwark,Plastering & Rendering,1685,1,6,84.8
E09000032,Wandsworth,Plastering & Rendering,1575,1,7,81.8
E09000030,Tower Hamlets,Plastering & Rendering,1500,1,8,78.8
E09000022,Lambeth,Plastering & Rendering,1480,1,9,75.8
E09000014,Haringey,Plastering & Rendering,1450,1,10,72.7
E09000020,Kensington and Chelsea,Plastering & Rendering,1400,1,11,69.7
E09000009,Ealing,Plastering & Rendering,1350,1,12,66.7
E09000006,Bromley,Plastering & Rendering,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Plastering & Rendering,1265,1,14,60.6
E09000027,Richmond upon Thames,Plastering & Rendering,1255,1,15,57.6
E09000005,Brent,Plastering & Rendering,1230,1,16,54.5
E09000008,Croydon,Plastering & Rendering,1180,1,17,51.5
E09000023,Lewisham,Plastering & Rendering,1175,1,18,48.5
E09000010,Enfield,Plastering & Rendering,1160,1,19,45.5
E09000001,City of London,Plastering & Rendering,1095,1,20,42.4
E09000031,Waltham Forest,Plastering & Rendering,1070,1,21,39.4
E09000011,Greenwich,Plastering & Rendering,980,1,22,36.4
E09000025,Newham,Plastering & Rendering,975,1,23,33.3
E09000018,Hounslow,Plastering & Rendering,965,1,24,30.3
E09000017,Hillingdon,Plastering & Rendering,950,1,25,27.3
E09000026,Redbridge,Plastering & Rendering,895,1,26,24.2
E09000015,Harrow,Plastering & Rendering,865,1,27,21.2
E09000024,Merton,Plastering & Rendering,825,1,28,18.2
E09000016,Havering,Plastering & Rendering,735,1,29,15.2
E09000021,Kingston upon Thames,Plastering & Rendering,670,1,30,12.1
E09000029,Sutton,Plastering & Rendering,620,1,31,9.1
E09000004,Bexley,Plastering & Rendering,615,1,32,6.1
E09000002,Barking and Dagenham,Plastering & Rendering,445,1,33,3.0
E09000003,Barnet,Plumbing & Drainage Services,3795,1,1,100.0
E09000033,Westminster,Plumbing & Drainage Services,3325,1,2,97.0
E09000016,Havering,Plumbing & Drainage Services,3020,1,3,93.9
E09000010,Enfield,Plumbing & Drainage Services,2860,1,4,90.9
E09000017,Hillingdon,Plumbing & Drainage Services,2815,1,5,87.9
E09000009,Ealing,Plumbing & Drainage Services,2745,1,6,84.8
E09000026,Redbridge,Plumbing & Drainage Services,2735,1,7,81.8
E09000006,Bromley,Plumbing & Drainage Services,2605,1,8,78.8
E09000015,Harrow,Plumbing & Drainage Services,2550,1,9,75.8
E09000005,Brent,Plumbing & Drainage Services,2475,1,10,72.7
E09000008,Croydon,Plumbing & Drainage Services,2420,1,11,69.7
E09000025,Newham,Plumbing & Drainage Services,2325,1,12,66.7
E09000031,Waltham Forest,Plumbing & Drainage Services,2245,1,13,63.6
E09000004,Bexley,Plumbing & Drainage Services,2125,1,14,60.6
E09000007,Camden,Plumbing & Drainage Services,2090,1,15,57.6
E09000002,Barking and Dagenham,Plumbing & Drainage Services,2055,1,16,54.5
E09000029,Sutton,Plumbing & Drainage Services,1820,1,17,51.5
E09000018,Hounslow,Plumbing & Drainage Services,1775,1,18,48.5
E09000012,Hackney,Plumbing & Drainage Services,1730,1,19,45.5
E09000024,Merton,Plumbing & Drainage Services,1675,1,20,42.4
E09000014,Haringey,Plumbing & Drainage Services,1545,1,21,39.4
E09000019,Islington,Plumbing & Drainage Services,1530,1,22,36.4
E09000011,Greenwich,Plumbing & Drainage Services,1495,1,23,33.3
E09000032,Wandsworth,Plumbing & Drainage Services,1205,1,24,30.3
E09000030,Tower Hamlets,Plumbing & Drainage Services,1095,1,25,27.3
E09000022,Lambeth,Plumbing & Drainage Services,1090,1,26,24.2
E09000023,Lewisham,Plumbing & Drainage Services,1080,1,27,21.2
E09000021,Kingston upon Thames,Plumbing & Drainage Services,1060,1,28,18.2
E09000028,Southwark,Plumbing & Drainage Services,1050,1,29,15.2
E09000027,Richmond upon Thames,Plumbing & Drainage Services,960,1,30,12.1
E09000001,City of London,Plumbing & Drainage Services,905,1,31,9.1
E09000013,Hammersmith and Fulham,Plumbing & Drainage Services,845,1,32,6.1
E09000020,Kensington and Chelsea,Plumbing & Drainage Services,835,1,33,3.0
E09000003,Barnet,Plumbing Services,3795,1,1,100.0
E09000033,Westminster,Plumbing Services,3325,1,2,97.0
E09000016,Havering,Plumbing Services,3020,1,3,93.9
E09000010,Enfield,Plumbing Services,2860,1,4,90.9
E09000017,Hillingdon,Plumbing Services,2815,1,5,87.9
E09000009,Ealing,Plumbing Services,2745,1,6,84.8
E09000026,Redbridge,Plumbing Services,2735,1,7,81.8
E09000006,Bromley,Plumbing Services,2605,1,8,78.8
E09000015,Harrow,Plumbing Services,2550,1,9,75.8
E09000005,Brent,Plumbing Services,2475,1,10,72.7
E09000008,Croydon,Plumbing Services,2420,1,11,69.7
E09000025,Newham,Plumbing Services,2325,1,12,66.7
E09000031,Waltham Forest,Plumbing Services,2245,1,13,63.6
E09000004,Bexley,Plumbing Services,2125,1,14,60.6
E09000007,Camden,Plumbing Services,2090,1,15,57.6
E09000002,Barking and Dagenham,Plumbing Services,2055,1,16,54.5
E09000029,Sutton,Plumbing Services,1820,1,17,51.5
E09000018,Hounslow,Plumbing Services,1775,1,18,48.5
E09000012,Hackney,Plumbing Services,1730,1,19,45.5
E09000024,Merton,Plumbing Services,1675,1,20,42.4
E09000014,Haringey,Plumbing Services,1545,1,21,39.4
E09000019,Islington,Plumbing Services,1530,1,22,36.4
E09000011,Greenwich,Plumbing Services,1495,1,23,33.3
E09000032,Wandsworth,Plumbing Services,1205,1,24,30.3
E09000030,Tower Hamlets,Plumbing Services,1095,1,25,27.3
E09000022,Lambeth,Plumbing Services,1090,1,26,24.2
E09000023,Lewisham,Plumbing Services,1080,1,27,21.2
E09000021,Kingston upon Thames,Plumbing Services,1060,1,28,18.2
E09000028,Southwark,Plumbing Services,1050,1,29,15.2
E09000027,Richmond upon Thames,Plumbing Services,960,1,30,12.1
E09000001,City of London,Plumbing Services,905,1,31,9.1
E09000013,Hammersmith and Fulham,Plumbing Services,845,1,32,6.1
E09000020,Kensington and Chelsea,Plumbing Services,835,1,33,3.0
E09000033,Westminster,Pool & Hot Tub Services,5495,1,1,100.0
E09000007,Camden,Pool & Hot Tub Services,3760,1,2,97.0
E09000019,Islington,Pool & Hot Tub Services,2150,1,3,93.9
E09000012,Hackney,Pool & Hot Tub Services,2055,1,4,90.9
E09000003,Barnet,Pool & Hot Tub Services,1825,1,5,87.9
E09000028,Southwark,Pool & Hot Tub Services,1685,1,6,84.8
E09000032,Wandsworth,Pool & Hot Tub Services,1575,1,7,81.8
E09000030,Tower Hamlets,Pool & Hot Tub Services,1500,1,8,78.8
E09000022,Lambeth,Pool & Hot Tub Services,1480,1,9,75.8
E09000014,Haringey,Pool & Hot Tub Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Pool & Hot Tub Services,1400,1,11,69.7
E09000009,Ealing,Pool & Hot Tub Services,1350,1,12,66.7
E09000006,Bromley,Pool & Hot Tub Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Pool & Hot Tub Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Pool & Hot Tub Services,1255,1,15,57.6
E09000005,Brent,Pool & Hot Tub Services,1230,1,16,54.5
E09000008,Croydon,Pool & Hot Tub Services,1180,1,17,51.5
E09000023,Lewisham,Pool & Hot Tub Services,1175,1,18,48.5
E09000010,Enfield,Pool & Hot Tub Services,1160,1,19,45.5
E09000001,City of London,Pool & Hot Tub Services,1095,1,20,42.4
E09000031,Waltham Forest,Pool & Hot Tub Services,1070,1,21,39.4
E09000011,Greenwich,Pool & Hot Tub Services,980,1,22,36.4
E09000025,Newham,Pool & Hot Tub Services,975,1,23,33.3
E09000018,Hounslow,Pool & Hot Tub Services,965,1,24,30.3
E09000017,Hillingdon,Pool & Hot Tub Services,950,1,25,27.3
E09000026,Redbridge,Pool & Hot Tub Services,895,1,26,24.2
E09000015,Harrow,Pool & Hot Tub Services,865,1,27,21.2
E09000024,Merton,Pool & Hot Tub Services,825,1,28,18.2
E09000016,Havering,Pool & Hot Tub Services,735,1,29,15.2
E09000021,Kingston upon Thames,Pool & Hot Tub Services,670,1,30,12.1
E09000029,Sutton,Pool & Hot Tub Services,620,1,31,9.1
E09000004,Bexley,Pool & Hot Tub Services,615,1,32,6.1
E09000002,Barking and Dagenham,Pool & Hot Tub Services,445,1,33,3.0
E09000033,Westminster,"Printing, Signage & Art Services",7280,2,1,100.0
E09000007,Camden,"Printing, Signage & Art Services",4855,2,2,97.0
E09000019,Islington,"Printing, Signage & Art Services",2935,2,3,93.9
E09000012,Hackney,"Printing, Signage & Art Services",2875,2,4,90.9
E09000003,Barnet,"Printing, Signage & Art Services",2480,2,5,87.9
E09000028,Southwark,"Printing, Signage & Art Services",2315,2,6,84.8
E09000009,Ealing,"Printing, Signage & Art Services",2115,2,7,81.8
E09000030,Tower Hamlets,"Printing, Signage & Art Services",2070,2,8,78.8
E09000032,Wandsworth,"Printing, Signage & Art Services",2020,2,9,75.8
E09000001,City of London,"Printing, Signage & Art Services",2015,2,10,72.7
E09000014,Haringey,"Printing, Signage & Art Services",1980,2,11,69.7
E09000022,Lambeth,"Printing, Signage & Art Services",1900,2,12,66.7
E09000006,Bromley,"Printing, Signage & Art Services",1835,2,13,63.6
E09000005,Brent,"Printing, Signage & Art Services",1805,2,14,60.6
E09000010,Enfield,"Printing, Signage & Art Services",1760,2,15,57.6
E09000020,Kensington and Chelsea,"Printing, Signage & Art Services",1710,2,16,54.5
E09000013,Hammersmith and Fulham,"Printing, Signage & Art Services",1645,2,17,51.5
E09000008,Croydon,"Printing, Signage & Art Services",1625,2,18,48.5
E09000031,Waltham Forest,"Printing, Signage & Art Services",1590,2,19,45.5
E09000017,Hillingdon,"Printing, Signage & Art Services",1575,2,20,42.4
E09000027,Richmond upon Thames,"Printing, Signage & Art Services",1550,2,21,39.4
E09000023,Lewisham,"Printing, Signage & Art Services",1470,2,22,36.4
E09000025,Newham,"Printing, Signage & Art Services",1450,2,23,33.3
E09000018,Hounslow,"Printing, Signage & Art Services",1395,2,24,30.3
E09000011,Greenwich,"Printing, Signage & Art Services",1375,2,25,27.3
E09000026,Redbridge,"Printing, Signage & Art Services",1315,2,26,24.2
E09000024,Merton,"Printing, Signage & Art Services",1200,2,27,21.2
E09000015,Harrow,"Printing, Signage & Art Services",1190,2,28,18.2
E09000016,Havering,"Printing, Signage & Art Services",1170,2,29,15.2
E09000004,Bexley,"Printing, Signage & Art Services",1030,2,30,12.1
E09000021,Kingston upon Thames,"Printing, Signage & Art Services",965,2,31,9.1
E09000029,Sutton,"Printing, Signage & Art Services",905,2,32,6.1
E09000002,Barking and Dagenham,"Printing, Signage & Art Services",815,2,33,3.0
E09000033,Westminster,Professional Services,5495,1,1,100.0
E09000007,Camden,Professional Services,3760,1,2,97.0
E09000019,Islington,Professional Services,2150,1,3,93.9
E09000012,Hackney,Professional Services,2055,1,4,90.9
E09000003,Barnet,Professional Services,1825,1,5,87.9
E09000028,Southwark,Professional Services,1685,1,6,84.8
E09000032,Wandsworth,Professional Services,1575,1,7,81.8
E09000030,Tower Hamlets,Professional Services,1500,1,8,78.8
E09000022,Lambeth,Professional Services,1480,1,9,75.8
E09000014,Haringey,Professional Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Professional Services,1400,1,11,69.7
E09000009,Ealing,Professional Services,1350,1,12,66.7
E09000006,Bromley,Professional Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Professional Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Professional Services,1255,1,15,57.6
E09000005,Brent,Professional Services,1230,1,16,54.5
E09000008,Croydon,Professional Services,1180,1,17,51.5
E09000023,Lewisham,Professional Services,1175,1,18,48.5
E09000010,Enfield,Professional Services,1160,1,19,45.5
E09000001,City of London,Professional Services,1095,1,20,42.4
E09000031,Waltham Forest,Professional Services,1070,1,21,39.4
E09000011,Greenwich,Professional Services,980,1,22,36.4
E09000025,Newham,Professional Services,975,1,23,33.3
E09000018,Hounslow,Professional Services,965,1,24,30.3
E09000017,Hillingdon,Professional Services,950,1,25,27.3
E09000026,Redbridge,Professional Services,895,1,26,24.2
E09000015,Harrow,Professional Services,865,1,27,21.2
E09000024,Merton,Professional Services,825,1,28,18.2
